name	chrom	chromStart	chromEnd	source
trf	chr1	3183057	3184415	ucsc-mm9-simpleRepeat
trf	chr1	3183599	3183636	ucsc-mm9-simpleRepeat
trf	chr1	3183709	3183769	ucsc-mm9-simpleRepeat
trf	chr1	3184262	3184311	ucsc-mm9-simpleRepeat
trf	chr1	3184384	3184415	ucsc-mm9-simpleRepeat
trf	chr1	3188211	3188238	ucsc-mm9-simpleRepeat
trf	chr1	3197716	3197747	ucsc-mm9-simpleRepeat
trf	chr1	3199608	3199675	ucsc-mm9-simpleRepeat
trf	chr1	3200900	3200926	ucsc-mm9-simpleRepeat
trf	chr1	3201888	3202276	ucsc-mm9-simpleRepeat
trf	chr1	3209356	3209390	ucsc-mm9-simpleRepeat
trf	chr1	3211919	3212010	ucsc-mm9-simpleRepeat
trf	chr1	3217913	3217959	ucsc-mm9-simpleRepeat
trf	chr1	3219311	3219360	ucsc-mm9-simpleRepeat
trf	chr1	3220741	3220782	ucsc-mm9-simpleRepeat
trf	chr1	3220781	3220817	ucsc-mm9-simpleRepeat
trf	chr1	3226864	3226941	ucsc-mm9-simpleRepeat
trf	chr1	3226950	3226996	ucsc-mm9-simpleRepeat
trf	chr1	3233346	3233428	ucsc-mm9-simpleRepeat
trf	chr1	3246137	3246206	ucsc-mm9-simpleRepeat
trf	chr1	3256741	3256788	ucsc-mm9-simpleRepeat
trf	chr1	3256787	3256827	ucsc-mm9-simpleRepeat
trf	chr1	3258448	3258514	ucsc-mm9-simpleRepeat
trf	chr1	3258928	3258971	ucsc-mm9-simpleRepeat
trf	chr1	3274522	3274565	ucsc-mm9-simpleRepeat
trf	chr1	3274593	3274618	ucsc-mm9-simpleRepeat
trf	chr1	3277338	3277525	ucsc-mm9-simpleRepeat
trf	chr1	3277525	3277551	ucsc-mm9-simpleRepeat
trf	chr1	3277588	3277665	ucsc-mm9-simpleRepeat
trf	chr1	3277662	3277779	ucsc-mm9-simpleRepeat
trf	chr1	3277777	3277808	ucsc-mm9-simpleRepeat
trf	chr1	3284751	3284850	ucsc-mm9-simpleRepeat
trf	chr1	3285811	3285847	ucsc-mm9-simpleRepeat
trf	chr1	3288988	3289062	ucsc-mm9-simpleRepeat
trf	chr1	3290580	3290620	ucsc-mm9-simpleRepeat
trf	chr1	3290617	3290676	ucsc-mm9-simpleRepeat
trf	chr1	3292574	3292660	ucsc-mm9-simpleRepeat
trf	chr1	3299021	3299051	ucsc-mm9-simpleRepeat
trf	chr1	3299364	3299422	ucsc-mm9-simpleRepeat
trf	chr1	3299419	3299445	ucsc-mm9-simpleRepeat
trf	chr1	3307652	3307710	ucsc-mm9-simpleRepeat
trf	chr1	3307709	3307746	ucsc-mm9-simpleRepeat
trf	chr1	3307964	3308016	ucsc-mm9-simpleRepeat
trf	chr1	3308178	3308225	ucsc-mm9-simpleRepeat
trf	chr1	3314476	3314523	ucsc-mm9-simpleRepeat
trf	chr1	3315382	3315436	ucsc-mm9-simpleRepeat
trf	chr1	3315665	3315711	ucsc-mm9-simpleRepeat
trf	chr1	3315796	3315825	ucsc-mm9-simpleRepeat
trf	chr1	3317225	3317275	ucsc-mm9-simpleRepeat
trf	chr1	3317323	3317374	ucsc-mm9-simpleRepeat
trf	chr1	3319524	3319573	ucsc-mm9-simpleRepeat
trf	chr1	3325486	3325539	ucsc-mm9-simpleRepeat
trf	chr1	3330060	3330093	ucsc-mm9-simpleRepeat
trf	chr1	3330282	3330348	ucsc-mm9-simpleRepeat
trf	chr1	3330283	3330347	ucsc-mm9-simpleRepeat
trf	chr1	3335489	3335568	ucsc-mm9-simpleRepeat
trf	chr1	3345453	3345491	ucsc-mm9-simpleRepeat
trf	chr1	3348135	3348160	ucsc-mm9-simpleRepeat
trf	chr1	3350194	3350241	ucsc-mm9-simpleRepeat
trf	chr1	3351373	3351429	ucsc-mm9-simpleRepeat
trf	chr1	3351428	3351474	ucsc-mm9-simpleRepeat
trf	chr1	3367966	3368006	ucsc-mm9-simpleRepeat
trf	chr1	3368211	3368296	ucsc-mm9-simpleRepeat
trf	chr1	3377040	3377067	ucsc-mm9-simpleRepeat
trf	chr1	3380271	3380297	ucsc-mm9-simpleRepeat
trf	chr1	3380296	3380379	ucsc-mm9-simpleRepeat
trf	chr1	3387649	3387688	ucsc-mm9-simpleRepeat
trf	chr1	3391886	3391948	ucsc-mm9-simpleRepeat
trf	chr1	3396513	3396612	ucsc-mm9-simpleRepeat
trf	chr1	3398475	3398608	ucsc-mm9-simpleRepeat
trf	chr1	3398587	3398642	ucsc-mm9-simpleRepeat
trf	chr1	3398782	3398826	ucsc-mm9-simpleRepeat
trf	chr1	3401508	3401546	ucsc-mm9-simpleRepeat
trf	chr1	3402716	3402843	ucsc-mm9-simpleRepeat
trf	chr1	3403056	3403101	ucsc-mm9-simpleRepeat
trf	chr1	3403102	3403164	ucsc-mm9-simpleRepeat
trf	chr1	3403223	3403268	ucsc-mm9-simpleRepeat
trf	chr1	3405327	3405357	ucsc-mm9-simpleRepeat
trf	chr1	3406582	3406611	ucsc-mm9-simpleRepeat
trf	chr1	3407271	3407349	ucsc-mm9-simpleRepeat
trf	chr1	3407346	3407409	ucsc-mm9-simpleRepeat
trf	chr1	3413013	3413105	ucsc-mm9-simpleRepeat
trf	chr1	3413014	3413061	ucsc-mm9-simpleRepeat
trf	chr1	3414587	3414632	ucsc-mm9-simpleRepeat
trf	chr1	3417059	3417124	ucsc-mm9-simpleRepeat
trf	chr1	3418676	3418715	ucsc-mm9-simpleRepeat
trf	chr1	3419341	3419366	ucsc-mm9-simpleRepeat
trf	chr1	3430115	3430160	ucsc-mm9-simpleRepeat
trf	chr1	3430139	3430194	ucsc-mm9-simpleRepeat
trf	chr1	3430195	3430259	ucsc-mm9-simpleRepeat
trf	chr1	3430752	3430791	ucsc-mm9-simpleRepeat
trf	chr1	3435583	3435616	ucsc-mm9-simpleRepeat
trf	chr1	3439097	3439160	ucsc-mm9-simpleRepeat
trf	chr1	3439108	3439157	ucsc-mm9-simpleRepeat
trf	chr1	3442582	3442701	ucsc-mm9-simpleRepeat
trf	chr1	3449297	3449353	ucsc-mm9-simpleRepeat
trf	chr1	3450747	3450811	ucsc-mm9-simpleRepeat
trf	chr1	3462163	3462360	ucsc-mm9-simpleRepeat
trf	chr1	3473660	3473689	ucsc-mm9-simpleRepeat
trf	chr1	3478039	3478069	ucsc-mm9-simpleRepeat
trf	chr1	3478068	3478101	ucsc-mm9-simpleRepeat
trf	chr1	3478873	3479063	ucsc-mm9-simpleRepeat
trf	chr1	3481967	3482010	ucsc-mm9-simpleRepeat
trf	chr1	3484794	3484829	ucsc-mm9-simpleRepeat
trf	chr1	3485010	3485036	ucsc-mm9-simpleRepeat
trf	chr1	3486683	3486713	ucsc-mm9-simpleRepeat
trf	chr1	3496871	3497009	ucsc-mm9-simpleRepeat
trf	chr1	3498941	3498984	ucsc-mm9-simpleRepeat
trf	chr1	3499323	3499371	ucsc-mm9-simpleRepeat
trf	chr1	3507223	3507266	ucsc-mm9-simpleRepeat
trf	chr1	3509076	3509117	ucsc-mm9-simpleRepeat
trf	chr1	3513147	3513182	ucsc-mm9-simpleRepeat
trf	chr1	3514938	3514983	ucsc-mm9-simpleRepeat
trf	chr1	3519887	3519934	ucsc-mm9-simpleRepeat
trf	chr1	3520307	3520456	ucsc-mm9-simpleRepeat
trf	chr1	3520484	3520527	ucsc-mm9-simpleRepeat
trf	chr1	3521042	3521080	ucsc-mm9-simpleRepeat
trf	chr1	3529137	3529185	ucsc-mm9-simpleRepeat
trf	chr1	3531066	3531115	ucsc-mm9-simpleRepeat
trf	chr1	3545624	3545675	ucsc-mm9-simpleRepeat
trf	chr1	3545834	3545929	ucsc-mm9-simpleRepeat
trf	chr1	3548622	3548661	ucsc-mm9-simpleRepeat
trf	chr1	3549261	3549298	ucsc-mm9-simpleRepeat
trf	chr1	3549297	3549346	ucsc-mm9-simpleRepeat
trf	chr1	3552143	3552204	ucsc-mm9-simpleRepeat
trf	chr1	3552318	3552358	ucsc-mm9-simpleRepeat
trf	chr1	3557230	3557326	ucsc-mm9-simpleRepeat
trf	chr1	3560970	3561023	ucsc-mm9-simpleRepeat
trf	chr1	3560973	3561023	ucsc-mm9-simpleRepeat
trf	chr1	3561412	3561476	ucsc-mm9-simpleRepeat
trf	chr1	3564511	3564565	ucsc-mm9-simpleRepeat
trf	chr1	3564621	3564728	ucsc-mm9-simpleRepeat
trf	chr1	3564675	3564729	ucsc-mm9-simpleRepeat
trf	chr1	3565748	3565794	ucsc-mm9-simpleRepeat
trf	chr1	3566155	3566188	ucsc-mm9-simpleRepeat
trf	chr1	3566189	3566248	ucsc-mm9-simpleRepeat
trf	chr1	3566585	3566612	ucsc-mm9-simpleRepeat
trf	chr1	3566610	3566691	ucsc-mm9-simpleRepeat
trf	chr1	3566610	3566681	ucsc-mm9-simpleRepeat
trf	chr1	3566649	3566755	ucsc-mm9-simpleRepeat
trf	chr1	3570197	3570245	ucsc-mm9-simpleRepeat
trf	chr1	3573277	3573344	ucsc-mm9-simpleRepeat
trf	chr1	3575185	3575245	ucsc-mm9-simpleRepeat
trf	chr1	3575790	3575844	ucsc-mm9-simpleRepeat
trf	chr1	3578491	3578531	ucsc-mm9-simpleRepeat
trf	chr1	3579251	3579407	ucsc-mm9-simpleRepeat
trf	chr1	3579937	3579982	ucsc-mm9-simpleRepeat
trf	chr1	3584073	3584124	ucsc-mm9-simpleRepeat
trf	chr1	3585594	3585639	ucsc-mm9-simpleRepeat
trf	chr1	3589616	3589659	ucsc-mm9-simpleRepeat
trf	chr1	3592068	3592161	ucsc-mm9-simpleRepeat
trf	chr1	3595395	3595443	ucsc-mm9-simpleRepeat
trf	chr1	3600083	3600127	ucsc-mm9-simpleRepeat
trf	chr1	3601785	3601896	ucsc-mm9-simpleRepeat
trf	chr1	3603239	3603281	ucsc-mm9-simpleRepeat
trf	chr1	3611565	3611672	ucsc-mm9-simpleRepeat
trf	chr1	3612062	3612701	ucsc-mm9-simpleRepeat
trf	chr1	3619179	3619223	ucsc-mm9-simpleRepeat
trf	chr1	3628742	3628775	ucsc-mm9-simpleRepeat
trf	chr1	3637338	3637389	ucsc-mm9-simpleRepeat
trf	chr1	3639606	3639658	ucsc-mm9-simpleRepeat
trf	chr1	3640819	3640864	ucsc-mm9-simpleRepeat
trf	chr1	3642242	3642276	ucsc-mm9-simpleRepeat
trf	chr1	3644980	3645006	ucsc-mm9-simpleRepeat
trf	chr1	3645085	3645120	ucsc-mm9-simpleRepeat
trf	chr1	3648297	3648344	ucsc-mm9-simpleRepeat
trf	chr1	3649767	3649814	ucsc-mm9-simpleRepeat
trf	chr1	3650119	3650155	ucsc-mm9-simpleRepeat
trf	chr1	3650815	3650840	ucsc-mm9-simpleRepeat
trf	chr1	3656795	3656841	ucsc-mm9-simpleRepeat
trf	chr1	3659500	3659531	ucsc-mm9-simpleRepeat
trf	chr1	3661183	3661216	ucsc-mm9-simpleRepeat
trf	chr1	3662906	3662932	ucsc-mm9-simpleRepeat
trf	chr1	3663145	3663207	ucsc-mm9-simpleRepeat
trf	chr1	3663205	3663255	ucsc-mm9-simpleRepeat
trf	chr1	3665264	3665310	ucsc-mm9-simpleRepeat
trf	chr1	3669180	3669210	ucsc-mm9-simpleRepeat
trf	chr1	3674262	3674318	ucsc-mm9-simpleRepeat
trf	chr1	3676409	3676464	ucsc-mm9-simpleRepeat
trf	chr1	3676581	3676619	ucsc-mm9-simpleRepeat
trf	chr1	3676618	3676676	ucsc-mm9-simpleRepeat
trf	chr1	3699605	3699634	ucsc-mm9-simpleRepeat
trf	chr1	3699636	3699844	ucsc-mm9-simpleRepeat
trf	chr1	3699842	3699892	ucsc-mm9-simpleRepeat
trf	chr1	3702255	3702283	ucsc-mm9-simpleRepeat
trf	chr1	3702283	3702341	ucsc-mm9-simpleRepeat
trf	chr1	3707416	3707458	ucsc-mm9-simpleRepeat
trf	chr1	3707419	3707460	ucsc-mm9-simpleRepeat
trf	chr1	3709681	3709725	ucsc-mm9-simpleRepeat
trf	chr1	3714590	3714617	ucsc-mm9-simpleRepeat
trf	chr1	3714866	3714916	ucsc-mm9-simpleRepeat
trf	chr1	3714915	3714950	ucsc-mm9-simpleRepeat
trf	chr1	3715019	3715146	ucsc-mm9-simpleRepeat
trf	chr1	3715023	3715166	ucsc-mm9-simpleRepeat
trf	chr1	3715113	3715154	ucsc-mm9-simpleRepeat
trf	chr1	3716950	3716989	ucsc-mm9-simpleRepeat
trf	chr1	3720646	3720690	ucsc-mm9-simpleRepeat
trf	chr1	3720761	3720792	ucsc-mm9-simpleRepeat
trf	chr1	3720930	3720974	ucsc-mm9-simpleRepeat
trf	chr1	3734487	3734545	ucsc-mm9-simpleRepeat
trf	chr1	3734986	3735020	ucsc-mm9-simpleRepeat
trf	chr1	3735130	3735184	ucsc-mm9-simpleRepeat
trf	chr1	3737165	3737266	ucsc-mm9-simpleRepeat
trf	chr1	3748484	3748531	ucsc-mm9-simpleRepeat
trf	chr1	3753519	3753635	ucsc-mm9-simpleRepeat
trf	chr1	3755388	3755585	ucsc-mm9-simpleRepeat
trf	chr1	3764692	3764739	ucsc-mm9-simpleRepeat
trf	chr1	3764779	3764886	ucsc-mm9-simpleRepeat
trf	chr1	3765425	3765468	ucsc-mm9-simpleRepeat
trf	chr1	3769976	3770072	ucsc-mm9-simpleRepeat
trf	chr1	3772265	3772303	ucsc-mm9-simpleRepeat
trf	chr1	3775337	3775373	ucsc-mm9-simpleRepeat
trf	chr1	3778668	3778746	ucsc-mm9-simpleRepeat
trf	chr1	3780249	3780304	ucsc-mm9-simpleRepeat
trf	chr1	3781104	3781142	ucsc-mm9-simpleRepeat
trf	chr1	3785709	3785748	ucsc-mm9-simpleRepeat
trf	chr1	3791890	3791916	ucsc-mm9-simpleRepeat
trf	chr1	3794963	3795008	ucsc-mm9-simpleRepeat
trf	chr1	3795231	3795256	ucsc-mm9-simpleRepeat
trf	chr1	3798224	3798297	ucsc-mm9-simpleRepeat
trf	chr1	3798229	3798296	ucsc-mm9-simpleRepeat
trf	chr1	3798449	3798487	ucsc-mm9-simpleRepeat
trf	chr1	3800500	3800559	ucsc-mm9-simpleRepeat
trf	chr1	3800660	3800691	ucsc-mm9-simpleRepeat
trf	chr1	3810036	3810067	ucsc-mm9-simpleRepeat
trf	chr1	3810569	3810634	ucsc-mm9-simpleRepeat
trf	chr1	3812786	3812837	ucsc-mm9-simpleRepeat
trf	chr1	3824360	3824437	ucsc-mm9-simpleRepeat
trf	chr1	3825885	3825912	ucsc-mm9-simpleRepeat
trf	chr1	3842337	3842903	ucsc-mm9-simpleRepeat
trf	chr1	3846657	3846683	ucsc-mm9-simpleRepeat
trf	chr1	3859397	3859475	ucsc-mm9-simpleRepeat
trf	chr1	3859475	3859530	ucsc-mm9-simpleRepeat
trf	chr1	3859541	3859567	ucsc-mm9-simpleRepeat
trf	chr1	3860600	3860680	ucsc-mm9-simpleRepeat
trf	chr1	3871045	3871076	ucsc-mm9-simpleRepeat
trf	chr1	3872736	3872761	ucsc-mm9-simpleRepeat
trf	chr1	3876823	3876877	ucsc-mm9-simpleRepeat
trf	chr1	3876874	3876949	ucsc-mm9-simpleRepeat
trf	chr1	3892935	3892970	ucsc-mm9-simpleRepeat
trf	chr1	3895237	3895268	ucsc-mm9-simpleRepeat
trf	chr1	3906283	3906336	ucsc-mm9-simpleRepeat
trf	chr1	3907703	3907792	ucsc-mm9-simpleRepeat
trf	chr1	3907791	3907829	ucsc-mm9-simpleRepeat
trf	chr1	3909825	3909876	ucsc-mm9-simpleRepeat
trf	chr1	3911610	3911641	ucsc-mm9-simpleRepeat
trf	chr1	3914741	3914823	ucsc-mm9-simpleRepeat
trf	chr1	3914754	3914824	ucsc-mm9-simpleRepeat
trf	chr1	3915773	3915978	ucsc-mm9-simpleRepeat
trf	chr1	3918271	3918375	ucsc-mm9-simpleRepeat
trf	chr1	3919365	3919393	ucsc-mm9-simpleRepeat
trf	chr1	3930878	3930922	ucsc-mm9-simpleRepeat
trf	chr1	3945326	3945360	ucsc-mm9-simpleRepeat
trf	chr1	3946441	3946480	ucsc-mm9-simpleRepeat
trf	chr1	3956043	3956070	ucsc-mm9-simpleRepeat
trf	chr1	3957377	3957434	ucsc-mm9-simpleRepeat
trf	chr1	3959009	3959062	ucsc-mm9-simpleRepeat
trf	chr1	3959758	3959794	ucsc-mm9-simpleRepeat
trf	chr1	3964173	3964218	ucsc-mm9-simpleRepeat
trf	chr1	3976578	3976604	ucsc-mm9-simpleRepeat
trf	chr1	3977158	3977211	ucsc-mm9-simpleRepeat
trf	chr1	3984526	3984641	ucsc-mm9-simpleRepeat
trf	chr1	3984929	3985075	ucsc-mm9-simpleRepeat
trf	chr1	3987389	3987418	ucsc-mm9-simpleRepeat
trf	chr1	3990391	3990464	ucsc-mm9-simpleRepeat
trf	chr1	3990469	3990534	ucsc-mm9-simpleRepeat
trf	chr1	3990955	3991002	ucsc-mm9-simpleRepeat
trf	chr1	3998110	3998159	ucsc-mm9-simpleRepeat
trf	chr1	4000816	4000848	ucsc-mm9-simpleRepeat
trf	chr1	4000817	4000848	ucsc-mm9-simpleRepeat
trf	chr1	4004619	4004646	ucsc-mm9-simpleRepeat
trf	chr1	4006050	4006086	ucsc-mm9-simpleRepeat
trf	chr1	4006595	4006652	ucsc-mm9-simpleRepeat
trf	chr1	4007130	4007182	ucsc-mm9-simpleRepeat
trf	chr1	4007143	4007179	ucsc-mm9-simpleRepeat
trf	chr1	4019088	4019145	ucsc-mm9-simpleRepeat
trf	chr1	4019088	4019145	ucsc-mm9-simpleRepeat
trf	chr1	4033465	4033514	ucsc-mm9-simpleRepeat
trf	chr1	4033518	4033602	ucsc-mm9-simpleRepeat
trf	chr1	4037700	4037773	ucsc-mm9-simpleRepeat
trf	chr1	4038849	4038875	ucsc-mm9-simpleRepeat
trf	chr1	4044495	4044679	ucsc-mm9-simpleRepeat
trf	chr1	4045421	4045467	ucsc-mm9-simpleRepeat
trf	chr1	4046532	4046586	ucsc-mm9-simpleRepeat
trf	chr1	4046585	4046637	ucsc-mm9-simpleRepeat
trf	chr1	4053233	4053263	ucsc-mm9-simpleRepeat
trf	chr1	4055690	4055774	ucsc-mm9-simpleRepeat
trf	chr1	4059742	4059774	ucsc-mm9-simpleRepeat
trf	chr1	4060525	4060566	ucsc-mm9-simpleRepeat
trf	chr1	4061416	4061532	ucsc-mm9-simpleRepeat
trf	chr1	4075205	4075893	ucsc-mm9-simpleRepeat
trf	chr1	4076332	4076367	ucsc-mm9-simpleRepeat
trf	chr1	4078222	4078253	ucsc-mm9-simpleRepeat
trf	chr1	4080477	4080523	ucsc-mm9-simpleRepeat
trf	chr1	4085098	4085143	ucsc-mm9-simpleRepeat
trf	chr1	4090879	4090913	ucsc-mm9-simpleRepeat
trf	chr1	4095820	4095856	ucsc-mm9-simpleRepeat
trf	chr1	4106268	4106309	ucsc-mm9-simpleRepeat
trf	chr1	4109191	4109246	ucsc-mm9-simpleRepeat
trf	chr1	4109251	4109327	ucsc-mm9-simpleRepeat
trf	chr1	4110882	4110933	ucsc-mm9-simpleRepeat
trf	chr1	4113641	4113688	ucsc-mm9-simpleRepeat
trf	chr1	4113868	4114004	ucsc-mm9-simpleRepeat
trf	chr1	4118809	4118860	ucsc-mm9-simpleRepeat
trf	chr1	4119966	4119997	ucsc-mm9-simpleRepeat
trf	chr1	4132578	4132657	ucsc-mm9-simpleRepeat
trf	chr1	4134388	4134416	ucsc-mm9-simpleRepeat
trf	chr1	4134584	4134634	ucsc-mm9-simpleRepeat
trf	chr1	4141409	4141488	ucsc-mm9-simpleRepeat
trf	chr1	4144576	4144615	ucsc-mm9-simpleRepeat
trf	chr1	4145678	4145725	ucsc-mm9-simpleRepeat
trf	chr1	4151779	4151844	ucsc-mm9-simpleRepeat
trf	chr1	4151790	4151844	ucsc-mm9-simpleRepeat
trf	chr1	4161062	4161116	ucsc-mm9-simpleRepeat
trf	chr1	4161118	4161243	ucsc-mm9-simpleRepeat
trf	chr1	4161124	4161239	ucsc-mm9-simpleRepeat
trf	chr1	4161485	4161558	ucsc-mm9-simpleRepeat
trf	chr1	4161485	4161558	ucsc-mm9-simpleRepeat
trf	chr1	4161489	4161546	ucsc-mm9-simpleRepeat
trf	chr1	4164344	4164379	ucsc-mm9-simpleRepeat
trf	chr1	4164393	4164424	ucsc-mm9-simpleRepeat
trf	chr1	4165097	4165217	ucsc-mm9-simpleRepeat
trf	chr1	4165216	4165253	ucsc-mm9-simpleRepeat
trf	chr1	4166111	4166583	ucsc-mm9-simpleRepeat
trf	chr1	4177009	4177042	ucsc-mm9-simpleRepeat
trf	chr1	4185276	4185312	ucsc-mm9-simpleRepeat
trf	chr1	4186347	4186422	ucsc-mm9-simpleRepeat
trf	chr1	4188141	4188198	ucsc-mm9-simpleRepeat
trf	chr1	4202376	4202417	ucsc-mm9-simpleRepeat
trf	chr1	4205613	4205652	ucsc-mm9-simpleRepeat
trf	chr1	4209462	4209526	ucsc-mm9-simpleRepeat
trf	chr1	4213493	4213518	ucsc-mm9-simpleRepeat
trf	chr1	4217576	4217621	ucsc-mm9-simpleRepeat
trf	chr1	4218164	4218208	ucsc-mm9-simpleRepeat
trf	chr1	4218205	4218331	ucsc-mm9-simpleRepeat
trf	chr1	4219475	4219524	ucsc-mm9-simpleRepeat
trf	chr1	4226236	4226261	ucsc-mm9-simpleRepeat
trf	chr1	4238020	4238051	ucsc-mm9-simpleRepeat
trf	chr1	4246509	4248944	ucsc-mm9-simpleRepeat
trf	chr1	4251831	4251875	ucsc-mm9-simpleRepeat
trf	chr1	4254499	4254548	ucsc-mm9-simpleRepeat
trf	chr1	4254499	4254548	ucsc-mm9-simpleRepeat
trf	chr1	4265514	4265564	ucsc-mm9-simpleRepeat
trf	chr1	4271928	4272007	ucsc-mm9-simpleRepeat
trf	chr1	4272410	4272500	ucsc-mm9-simpleRepeat
trf	chr1	4274990	4275041	ucsc-mm9-simpleRepeat
trf	chr1	4275030	4275194	ucsc-mm9-simpleRepeat
trf	chr1	4275108	4275198	ucsc-mm9-simpleRepeat
trf	chr1	4275197	4275269	ucsc-mm9-simpleRepeat
trf	chr1	4275203	4275339	ucsc-mm9-simpleRepeat
trf	chr1	4275266	4275373	ucsc-mm9-simpleRepeat
trf	chr1	4275266	4275391	ucsc-mm9-simpleRepeat
trf	chr1	4275329	4275381	ucsc-mm9-simpleRepeat
trf	chr1	4275392	4275519	ucsc-mm9-simpleRepeat
trf	chr1	4275888	4275937	ucsc-mm9-simpleRepeat
trf	chr1	4277807	4277852	ucsc-mm9-simpleRepeat
trf	chr1	4279377	4279455	ucsc-mm9-simpleRepeat
trf	chr1	4280323	4280385	ucsc-mm9-simpleRepeat
trf	chr1	4280387	4280428	ucsc-mm9-simpleRepeat
trf	chr1	4288367	4288400	ucsc-mm9-simpleRepeat
trf	chr1	4288594	4288661	ucsc-mm9-simpleRepeat
trf	chr1	4288594	4288663	ucsc-mm9-simpleRepeat
trf	chr1	4288605	4288646	ucsc-mm9-simpleRepeat
trf	chr1	4288680	4288778	ucsc-mm9-simpleRepeat
trf	chr1	4294611	4294645	ucsc-mm9-simpleRepeat
trf	chr1	4295147	4295182	ucsc-mm9-simpleRepeat
trf	chr1	4308502	4308543	ucsc-mm9-simpleRepeat
